sid,freq,power
40.0,3.0,22.615026839449733
40.0,2.0,12.503171884617132
40.0,1.0,21.61831336374041
41.0,5.0,8.492710255093556
41.0,4.0,2.754743845571766
41.0,3.0,12.280211782336615
41.0,2.0,19.431788787203242
41.0,1.0,26.585220367989656
42.0,5.0,3.047540897814586
42.0,4.0,1.9415228165796627
42.0,3.0,5.895368433679729
42.0,2.0,13.059755345240895
42.0,1.0,25.769782321978237
43.0,5.0,25.49475007995266
43.0,4.0,10.844202255119535
43.0,3.0,20.171414653343604
43.0,2.0,36.966986183985156
43.0,1.0,38.318544316938784
44.0,5.0,13.092167887400374
44.0,4.0,6.486467029949456
44.0,3.0,7.339770034502902
44.0,2.0,20.13290945059246
44.0,1.0,35.46740520412318
45.0,5.0,20.343298266285018
45.0,4.0,7.135548016153614
45.0,3.0,35.637768665464236
45.0,2.0,23.74828319640925
45.0,1.0,26.357477087837406
46.0,5.0,6.139962417087919
46.0,4.0,7.390046499461517
46.0,3.0,12.08826449040727
46.0,2.0,16.745732784533498
46.0,1.0,34.194546801413445
47.0,5.0,17.718971499129722
47.0,4.0,9.578551114577621
47.0,3.0,10.33113416138824
47.0,2.0,16.322346523138325
47.0,1.0,42.99482479473247
48.0,5.0,0.3813458009355086
48.0,4.0,0.651590685526842
48.0,3.0,5.59095905723628
48.0,2.0,9.354443968257605
48.0,1.0,25.41053041858244
49.0,5.0,21.18749338060514
49.0,4.0,14.674942690361304
49.0,3.0,16.356235544942606
49.0,2.0,16.89734598129858
49.0,1.0,27.368007365270078
50.0,5.0,27.791635941897063
50.0,4.0,4.390818897239076
50.0,3.0,13.885085619644713
50.0,2.0,9.590832010529118
50.0,1.0,32.880396999248504
51.0,5.0,1.2601153859199652
51.0,4.0,4.6692967700911305
51.0,3.0,19.758640498033262
51.0,2.0,20.454719519089007
51.0,1.0,22.027058376181255
52.0,5.0,3.0207460678941382
52.0,4.0,16.83943162977933
52.0,3.0,10.311935101411809
52.0,2.0,34.05904830511047
52.0,1.0,27.829668688022593
53.0,5.0,19.11940709985679
53.0,4.0,3.114856074466594
53.0,3.0,9.577521187637878
53.0,2.0,39.49526177194473
53.0,1.0,35.25733566994847
54.0,5.0,14.569303234860339
54.0,4.0,5.834882919394261
54.0,3.0,9.873994459340235
54.0,2.0,16.7953795865542
54.0,1.0,29.897898175974333
55.0,5.0,9.805131934354264
55.0,4.0,3.475074279098461
55.0,3.0,5.775858957882642
55.0,2.0,14.603127002853814
55.0,1.0,50.9686298908266
56.0,5.0,14.00432902737783
56.0,4.0,1.3132419223114788
56.0,3.0,8.73578920440694
56.0,2.0,30.916551863506538
56.0,1.0,26.638429938955106
57.0,5.0,6.268147893944976
57.0,4.0,5.436969747143488
57.0,3.0,12.508425449287138
57.0,2.0,35.41281744816233
57.0,1.0,32.664874152730164
58.0,5.0,12.699110532096595
58.0,4.0,3.8445693723419243
58.0,3.0,13.286687550059463
58.0,2.0,21.607522143996842
58.0,1.0,34.52742289239638
59.0,5.0,6.06189487331045
59.0,4.0,5.27759315374608
59.0,3.0,21.572479654667756
59.0,2.0,12.128785339142036
59.0,1.0,29.48386446161247
60.0,5.0,13.094057634009872
60.0,4.0,6.640344447965175
60.0,3.0,14.466080212183229
60.0,2.0,22.364864425501313
60.0,1.0,32.15819592273621
61.0,5.0,5.965084903624454
61.0,4.0,1.5066765623202831
61.0,3.0,5.494269828418979
61.0,2.0,27.09776682443709
61.0,1.0,18.505484892030083
62.0,5.0,12.080121300309841
62.0,4.0,7.156908859502156
62.0,3.0,11.946160395389219
62.0,2.0,12.400005461175105
62.0,1.0,40.59587180160647
63.0,5.0,4.702607626879192
63.0,4.0,9.07426476571186
63.0,3.0,15.230050769683462
63.0,2.0,21.98185402208183
63.0,1.0,41.42372932123658
64.0,5.0,7.472447174001463
64.0,4.0,4.409264558893088
64.0,3.0,12.708939720627127
64.0,2.0,36.314561969163215
64.0,1.0,42.49360561293078
65.0,5.0,15.797631433958106
65.0,4.0,12.71058766386777
65.0,3.0,12.465629887010168
65.0,2.0,11.853155648072455
65.0,1.0,28.45230698822196
66.0,5.0,0.8296014541126628
66.0,4.0,6.111867319099329
66.0,3.0,12.056670571101606
66.0,2.0,24.37966515499912
66.0,1.0,41.28482209556457
67.0,5.0,13.013777135159414
67.0,4.0,4.687648335879879
67.0,3.0,11.110600691603256
67.0,2.0,17.694822097693265
67.0,1.0,33.58286400706023
68.0,5.0,15.367072726187404
68.0,4.0,0.50609087528242
68.0,3.0,2.518412136057204
68.0,2.0,13.835159216458075
68.0,1.0,32.016346207798875
69.0,5.0,12.359541039053248
69.0,4.0,6.676595807934605
69.0,3.0,13.855800202427162
69.0,2.0,26.45224822515518
69.0,1.0,20.772510871894855
70.0,5.0,11.382121580171308
70.0,4.0,8.904098094613957
70.0,3.0,10.408501653429889
70.0,2.0,17.893712466159673
70.0,1.0,43.884103771666084
71.0,5.0,4.504767001066171
71.0,4.0,4.10892118349519
71.0,3.0,12.071508420871222
71.0,2.0,21.974819192640627
71.0,1.0,30.90466837832343
72.0,5.0,34.904224774517864
72.0,4.0,14.675706512895704
72.0,3.0,5.345169781727472
72.0,2.0,22.861246494600763
72.0,1.0,27.676563804826696
73.0,5.0,13.098386276843057
73.0,4.0,3.3762929134048107
73.0,3.0,8.928712802982796
73.0,2.0,32.182255643199724
73.0,1.0,37.16153147748733
74.0,5.0,1.4133500129580512
74.0,4.0,4.133467434984935
74.0,3.0,15.511547389771637
74.0,2.0,16.626614775837833
74.0,1.0,30.481690519983438
75.0,5.0,9.114387637970086
75.0,4.0,5.610298043413793
75.0,3.0,13.641876345062212
75.0,2.0,29.374345725577335
75.0,1.0,39.68688038918236
76.0,5.0,7.671702429881709
76.0,4.0,9.126680123002052
76.0,3.0,19.061793106204373
76.0,2.0,30.030131522681398
76.0,1.0,35.94148092793668
77.0,5.0,22.77244839473168
77.0,4.0,4.196521046753099
77.0,3.0,11.282760158947374
77.0,2.0,24.055454992942778
77.0,1.0,34.92117378176874
78.0,5.0,24.32024520981828
78.0,4.0,6.288111085041237
78.0,3.0,12.061777996839314
78.0,2.0,17.99237459515093
78.0,1.0,30.279625438424823
79.0,5.0,13.332328930568243
79.0,4.0,5.176728423980561
79.0,3.0,13.299451330756826
79.0,2.0,24.8984485252304
79.0,1.0,45.070852203597795
80.0,5.0,20.403737508282916
80.0,4.0,5.6172694976512645
80.0,3.0,11.992675063080414
80.0,2.0,24.571882624835514
80.0,1.0,29.17724080286721
81.0,5.0,5.988399794662242
81.0,4.0,3.991564530527337
81.0,3.0,6.674972963204992
81.0,2.0,7.472362741213172
81.0,1.0,18.0942147503529
82.0,5.0,12.767924611706135
82.0,4.0,3.3561135351944684
82.0,3.0,31.30236676682685
82.0,2.0,19.82499982595633
82.0,1.0,26.29198285934322
83.0,5.0,4.241753131052995
83.0,4.0,2.7872380463269892
83.0,3.0,10.119363150097092
83.0,2.0,23.25132645305471
83.0,1.0,25.170963356412873
84.0,5.0,11.962271543581858
84.0,4.0,4.659016159966417
84.0,3.0,18.909671360000736
84.0,2.0,26.68100904834536
84.0,1.0,29.16150127297828
85.0,5.0,7.105705922202411
85.0,4.0,4.4844104596079
85.0,3.0,11.234539126582217
85.0,2.0,12.649658353790324
85.0,1.0,19.403975533977313
86.0,5.0,4.118817132964562
86.0,4.0,8.744353340210541
86.0,3.0,12.483826023407614
86.0,2.0,27.243515136016672
86.0,1.0,21.78184023652762
87.0,5.0,6.645761133357604
87.0,4.0,2.3868823553431473
87.0,3.0,12.09796867875773
87.0,2.0,26.914815444868154
87.0,1.0,38.09853192001172
88.0,5.0,8.990299253165503
88.0,4.0,10.310677184875304
88.0,3.0,4.229984970434839
88.0,2.0,13.795574306614371
88.0,1.0,29.31649129182989
89.0,5.0,16.079505977686665
89.0,4.0,11.301972930634467
89.0,3.0,15.249672729134929
89.0,2.0,11.961902836795627
89.0,1.0,28.542304244151495
90.0,5.0,10.391919763782008
90.0,4.0,2.6247239449658917
90.0,3.0,4.9686055022207825
90.0,2.0,14.91591184312337
90.0,1.0,25.656585546467024
91.0,5.0,9.170559088443303
91.0,4.0,29.40531498000171
91.0,3.0,2.131917771806781
91.0,2.0,24.29925195943754
91.0,1.0,12.83441201399766
92.0,5.0,13.573915844661204
92.0,4.0,1.8077183450885677
92.0,3.0,11.792969051301522
92.0,2.0,15.874313240024355
92.0,1.0,33.11135145647005
93.0,5.0,10.2761628805158
93.0,4.0,2.241145403255064
93.0,3.0,6.738065798826979
93.0,2.0,27.79366002135835
93.0,1.0,33.68223851857426
94.0,5.0,20.022651484105054
94.0,4.0,5.1132074173153494
94.0,3.0,10.738476442548656
94.0,2.0,37.91112958462848
94.0,1.0,40.09865440518275
95.0,5.0,30.25227604395792
95.0,4.0,10.616143872296227
95.0,3.0,8.910674653363765
95.0,2.0,8.010010671227587
95.0,1.0,35.619271288239126
96.0,5.0,6.8817853558730775
96.0,4.0,2.104842802413849
96.0,3.0,8.040123394098481
96.0,2.0,26.315663037881006
96.0,1.0,38.62193501238464
97.0,5.0,11.827955399865285
97.0,4.0,1.5500716035655537
97.0,3.0,2.733589714294185
97.0,2.0,24.046005317973602
97.0,1.0,22.93916477763859
98.0,5.0,7.325950956915515
98.0,4.0,22.673082788314566
98.0,3.0,21.715749359315858
98.0,2.0,19.04173413665423
98.0,1.0,17.363551848673335
99.0,5.0,17.65404707143594
99.0,4.0,7.164855498478662
99.0,3.0,8.673818695364217
99.0,2.0,15.902073768657925
99.0,1.0,13.513476829885768
100.0,5.0,19.262711532022337
100.0,4.0,1.621179569246163
100.0,3.0,8.201439809679401
100.0,2.0,23.17866986462333
100.0,1.0,38.15856185830813
101.0,5.0,41.15255517495129
101.0,4.0,3.071198646063204
101.0,3.0,13.773101573287972
101.0,2.0,21.34134900752454
101.0,1.0,19.723226428080217
102.0,5.0,19.177701137730295
102.0,4.0,3.6517049993211517
102.0,3.0,23.304227357139666
102.0,2.0,21.378958276486514
102.0,1.0,31.710215161682022
103.0,5.0,9.009012435014126
103.0,4.0,7.735084665357341
103.0,3.0,18.096735377170255
103.0,2.0,12.206078808957601
103.0,1.0,21.528160189054482
104.0,5.0,10.763918343655979
104.0,4.0,2.9736551677664806
104.0,3.0,31.509708995129856
104.0,2.0,22.135417158588705
104.0,1.0,19.777447163088873
105.0,5.0,4.570103073083424
105.0,4.0,15.25763280205735
105.0,3.0,14.83805027889328
105.0,2.0,27.389025652289483
105.0,1.0,36.273181674696765
106.0,5.0,5.021412478574821
106.0,4.0,6.085989741257798
106.0,3.0,18.942921647525267
106.0,2.0,22.091874503469633
106.0,1.0,19.545904328105717
107.0,5.0,25.84830225259833
107.0,4.0,5.03505924760319
107.0,3.0,7.11578651100842
107.0,2.0,23.423879092991104
107.0,1.0,33.53672926674025
108.0,5.0,11.09718842381954
108.0,4.0,3.527261951588883
108.0,3.0,20.186144559802884
108.0,2.0,29.825695301163194
108.0,1.0,25.304366146844394
109.0,5.0,5.4428450656742475
109.0,4.0,3.255063166351618
109.0,3.0,13.094325966260278
109.0,2.0,30.387651444861024
109.0,1.0,37.5723417014617
110.0,5.0,8.56530373282132
110.0,4.0,8.400054862323529
110.0,3.0,5.551648028631342
110.0,2.0,19.911353687203263
110.0,1.0,17.750660946809354
111.0,5.0,10.068008838725824
111.0,4.0,18.465788603628475
111.0,3.0,11.428162748016492
111.0,2.0,32.23971735214335
111.0,1.0,23.991550230178714
112.0,5.0,6.688598298296286
112.0,4.0,7.020350120294714
112.0,3.0,9.897546889989037
112.0,2.0,20.072409346683756
112.0,1.0,18.63112635698711
113.0,5.0,5.874419871076664
113.0,4.0,10.524419729996099
113.0,3.0,12.664328115389212
113.0,2.0,11.498998360465958
113.0,1.0,10.618627304750602
114.0,5.0,14.831349462099833
114.0,4.0,4.517544376171358
114.0,3.0,4.5473851521177
114.0,2.0,22.923014664921425
114.0,1.0,31.67344364892222
115.0,5.0,17.727160008100377
115.0,4.0,4.921716363165961
115.0,3.0,10.948002473510108
115.0,2.0,19.68332417586873
115.0,1.0,52.08014872350178
116.0,5.0,12.51325824857248
116.0,4.0,2.8416784793601026
116.0,3.0,5.0625327339530815
116.0,2.0,9.421555271911789
116.0,1.0,16.20741289930757
117.0,5.0,4.437558945387487
117.0,4.0,25.977186535836847
117.0,3.0,4.21207663874039
117.0,2.0,21.259388679856684
117.0,1.0,17.728227831741247
118.0,5.0,7.593155565356604
118.0,4.0,3.5078492142250535
118.0,3.0,16.306654725350995
118.0,2.0,20.48529070245889
118.0,1.0,16.85611036214661
119.0,5.0,6.78518035938085
119.0,4.0,4.924109699416445
119.0,3.0,11.591868276257784
119.0,2.0,15.952465777825147
119.0,1.0,11.699097800965857
120.0,5.0,15.504191975834049
120.0,4.0,12.63890148532493
120.0,3.0,5.750148433862186
120.0,2.0,20.80212574267941
120.0,1.0,29.718306298371125
121.0,5.0,4.234240345726816
121.0,4.0,11.591009358270588
121.0,3.0,19.648535403004768
121.0,2.0,21.78194238212409
121.0,1.0,33.71915659407864
122.0,5.0,31.3689986302781
122.0,4.0,2.338358628215906
122.0,3.0,4.020018418434886
122.0,2.0,26.09885203744757
122.0,1.0,28.792918220956114
123.0,5.0,13.486478124165956
123.0,4.0,4.2406484152137045
123.0,3.0,12.609587886593257
123.0,2.0,21.16918483057785
123.0,1.0,18.703933472101845
124.0,5.0,5.801549034080594
124.0,4.0,5.062670989066459
124.0,3.0,9.863841368427149
124.0,2.0,20.588797170690754
124.0,1.0,32.83948070603432
125.0,5.0,10.420242945576899
125.0,4.0,3.9544770849299113
125.0,3.0,13.357464184007666
125.0,2.0,16.13125227697821
125.0,1.0,29.117546533245633
126.0,5.0,0.4882479666147689
126.0,4.0,0.10428726109684318
126.0,3.0,10.841133032735073
126.0,2.0,11.176109757697088
126.0,1.0,25.573048024012177
127.0,5.0,26.093383696500027
127.0,4.0,2.2138213900982198
127.0,3.0,4.748546867108345
127.0,2.0,21.17121591445659
127.0,1.0,21.71955069342625
128.0,5.0,22.170459692908032
128.0,4.0,10.383975771137488
128.0,3.0,15.803238806416623
128.0,2.0,41.60000055263082
128.0,1.0,32.77972487824574
129.0,5.0,10.16558098618618
129.0,4.0,27.100301767582625
129.0,3.0,6.813274654875907
129.0,2.0,19.288574660474737
129.0,1.0,35.74070044509069
130.0,5.0,6.115936588164394
130.0,4.0,4.307654573705827
130.0,3.0,16.456914318262317
130.0,2.0,28.8617787684569
130.0,1.0,29.567415033618957
131.0,5.0,8.537921052267487
131.0,4.0,0.548746711357615
131.0,3.0,6.700319638742125
131.0,2.0,15.605829034146401
131.0,1.0,29.179186315750876
132.0,5.0,16.76225864645548
132.0,4.0,16.857509903225008
132.0,3.0,6.507509678662093
132.0,2.0,22.857174357974717
132.0,1.0,27.54200557026372
133.0,5.0,8.799702310143118
133.0,4.0,9.565080812126649
133.0,3.0,9.195141423414979
133.0,2.0,34.89339981187699
133.0,1.0,39.92725092528053
134.0,5.0,2.317271011991501
134.0,4.0,5.746700269170996
134.0,3.0,9.412781863443847
134.0,2.0,10.913876205861444
134.0,1.0,39.790025706261076
135.0,5.0,20.712775886890853
135.0,4.0,5.535819391524111
135.0,3.0,8.818409902665346
135.0,2.0,17.585792223043708
135.0,1.0,22.624985690378736
136.0,5.0,4.969078875835346
136.0,4.0,9.503944214303361
136.0,3.0,10.076796547289657
136.0,2.0,30.94370154390883
136.0,1.0,32.70225273611533
137.0,5.0,7.943469547998062
137.0,4.0,10.42905991008142
137.0,3.0,4.739101075163351
137.0,2.0,9.661094645211849
137.0,1.0,36.94859712064445
138.0,5.0,5.386140261815773
138.0,4.0,5.591876600515011
138.0,3.0,7.326248531333815
138.0,2.0,27.866361704724046
138.0,1.0,25.2201585892177
139.0,5.0,17.58530627228971
139.0,4.0,2.293906162137739
139.0,3.0,6.912114892530726
139.0,2.0,12.378515997932375
139.0,1.0,33.69012346701611
140.0,5.0,10.894182180811685
140.0,4.0,11.249053845498521
140.0,3.0,13.532981264282974
140.0,2.0,15.85979448561331
140.0,1.0,39.03092178363211
141.0,5.0,1.8726714625505008
141.0,4.0,5.091900868642124
141.0,3.0,5.83482535284704
141.0,2.0,32.10192976959063
141.0,1.0,34.9504201131122
142.0,5.0,17.792788458691287
142.0,4.0,7.386388392811598
142.0,3.0,7.085588196775853
142.0,2.0,19.648968072367378
142.0,1.0,34.30962492569707
143.0,5.0,16.84462162398891
143.0,4.0,6.419826302654008
143.0,3.0,5.351401850980421
143.0,2.0,25.960401361525328
143.0,1.0,32.14963679596003
144.0,5.0,6.644624702779965
144.0,4.0,1.1232249489653074
144.0,3.0,8.777730508808366
144.0,2.0,23.126070574823157
144.0,1.0,34.545562518130254
145.0,5.0,25.106005195252507
145.0,4.0,9.491082007018187
145.0,3.0,15.287789319682453
145.0,2.0,7.606784435076218
145.0,1.0,41.09901886952296
146.0,5.0,16.473527606324428
146.0,4.0,3.117912811496429
146.0,3.0,5.738905328237455
146.0,2.0,6.164709523945278
146.0,1.0,30.505932608258696
147.0,5.0,0.1455089583102573
147.0,4.0,6.715976894154407
147.0,3.0,7.021856477425819
147.0,2.0,14.252624190793357
147.0,1.0,21.919170099990772
148.0,5.0,9.264568522321932
148.0,4.0,4.479184447060673
148.0,3.0,5.196552517504233
148.0,2.0,16.704183074523037
148.0,1.0,23.77044638490684
149.0,5.0,16.70323575127708
149.0,4.0,6.521063408045183
149.0,3.0,16.082936513038284
149.0,2.0,35.87495594532739
149.0,1.0,18.951779118281618
0.0,0.0,191.53109139674626
1.0,0.0,58.43618871131247
2.0,0.0,84.84846380363548
3.0,0.0,107.84491510163187
4.0,0.0,116.23629859520506
5.0,0.0,160.1859983902604
6.0,0.0,148.16151942775946
7.0,0.0,222.68372929236546
8.0,0.0,250.62729070150473
9.0,0.0,79.47633247514926
10.0,0.0,110.98685258633941
11.0,0.0,239.5189319159694
12.0,0.0,110.53894095954352
13.0,0.0,210.07816992723946
14.0,0.0,161.67833757645764
15.0,0.0,478.6922435510348
16.0,0.0,202.63469041194438
17.0,0.0,116.03170689748762
18.0,0.0,148.1184725977364
19.0,0.0,114.27670351463547
20.0,0.0,235.72018392813095
21.0,0.0,184.74793288332853
22.0,0.0,210.800700410255
23.0,0.0,122.78853325085481
24.0,0.0,238.2365333223018
25.0,0.0,62.0247381043539
26.0,0.0,85.47088288936283
27.0,0.0,262.3166948499558
28.0,0.0,138.39919751710076
29.0,0.0,372.83494517768537
30.0,0.0,372.7475323287279
31.0,0.0,90.41883548635107
32.0,0.0,136.6275624458068
33.0,0.0,215.81796167066835
34.0,0.0,206.22121816815644
35.0,0.0,30.28421181736575
36.0,0.0,148.9586021374495
37.0,0.0,103.12301240650987
38.0,0.0,176.19557819086504
39.0,0.0,99.00689274235884
40.0,0.0,195.32353812290611
41.0,0.0,264.2681688234747
42.0,0.0,252.54683883651484
43.0,0.0,242.4065189549054
44.0,0.0,265.61720936027325
45.0,0.0,274.11044471974395
46.0,0.0,106.45507084651061
47.0,0.0,41.263045689097595
48.0,0.0,62.701415379870454
49.0,0.0,394.25743381275777
50.0,0.0,109.28630144922434
51.0,0.0,159.36139501509334
52.0,0.0,36.6107725092017
53.0,0.0,90.41691196096443
54.0,0.0,321.99040400880745
55.0,0.0,47.897549003025674
56.0,0.0,67.78530930807122
57.0,0.0,242.06706809482276
58.0,0.0,484.5438243543937
59.0,0.0,203.76425013388078
60.0,0.0,232.8338387882156
61.0,0.0,65.22544530492388
62.0,0.0,197.55823640736517
63.0,0.0,232.65480822516187
64.0,0.0,341.92680091039705
65.0,0.0,157.7843640990797
66.0,0.0,202.9073067895788
67.0,0.0,328.1637549491219
68.0,0.0,161.78841621774137
69.0,0.0,547.0718013340128
70.0,0.0,67.18010279505125
71.0,0.0,445.7577446818331
72.0,0.0,158.38800767394977
73.0,0.0,134.19202110471807
74.0,0.0,194.93908871132678
75.0,0.0,47.29920892831906
76.0,0.0,311.6562837586377
77.0,0.0,202.64510740602825
78.0,0.0,20.107137585241194
79.0,0.0,173.68506113759625
80.0,0.0,290.47122096847687
81.0,0.0,206.25723333013758
82.0,0.0,563.247411913232
83.0,0.0,115.33333896197641
84.0,0.0,177.37477283131284
85.0,0.0,193.69291412686067
86.0,0.0,163.91557527525734
87.0,0.0,290.4564784140323
88.0,0.0,343.69707633527423
89.0,0.0,161.47835538689498
90.0,0.0,229.4111108255518
91.0,0.0,209.46122824544952
92.0,0.0,149.03810397527533
93.0,0.0,361.75202547203435
94.0,0.0,47.77810863234309
95.0,0.0,62.667264256114606
96.0,0.0,84.25893068391625
97.0,0.0,141.90080948819832
98.0,0.0,257.6462820208578
99.0,0.0,214.5647482652371
100.0,0.0,117.58201761936569
101.0,0.0,205.44467425633093
102.0,0.0,304.9727402499899
103.0,0.0,110.75425848205333
104.0,0.0,276.3526147533217
105.0,0.0,52.854401822659206
106.0,0.0,242.22362530854858
107.0,0.0,286.2516445728187
108.0,0.0,70.07394697512538
109.0,0.0,77.3674209799791
110.0,0.0,188.75227357357113
111.0,0.0,245.80525011654095
112.0,0.0,298.71169762696945
113.0,0.0,276.93817479771366
114.0,0.0,208.7639923117266
115.0,0.0,69.45198905910698
116.0,0.0,385.27802186347054
117.0,0.0,81.43045640569485
118.0,0.0,148.8352989476654
119.0,0.0,332.97870401482544
